customerID,gender,SeniorCitizen,Partner,StreamingTV,PhoneService,InternetService,PaperlessBilling,Churn
5151-HQRDG,Male,No,Yes,No,Yes,DSL,Yes,0
0960-HUWBM,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
6465-GSRCL,Female,No,No,Yes,Yes,Fiber optic,Yes,0
0617-FHSGK,Male,No,No,No,Yes,Fiber optic,No,1
0263-FJTQO,Male,No,Yes,Yes,Yes,DSL,Yes,0
7319-ZNRTR,Male,No,Yes,No internet service,Yes,No,No,0
2858-MOFSQ,Female,No,No,No,Yes,DSL,Yes,1
7503-EPSZW,Female,No,Yes,No internet service,Yes,No,Yes,0
7089-XXAYG,Male,No,Yes,Yes,No,DSL,Yes,0
8118-LSUEL,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
8070-AAWZP,Male,Yes,Yes,No,No,DSL,No,0
1666-JXLKU,Female,No,No,Yes,Yes,Fiber optic,Yes,0
7855-DIWPO,Female,No,No,No,Yes,Fiber optic,Yes,0
5133-POWUA,Male,No,No,No,Yes,DSL,Yes,0
5652-MSDEY,Female,No,No,No,Yes,Fiber optic,Yes,0
7005-CCBKV,Male,No,No,No,Yes,Fiber optic,Yes,1
1810-BOHSY,Male,No,Yes,No,Yes,Fiber optic,Yes,0
1784-BXEFA,Female,No,No,No internet service,Yes,No,Yes,0
7351-MHQVU,Female,No,No,No,No,DSL,No,0
9224-VTYID,Male,No,Yes,Yes,Yes,DSL,Yes,0
9500-IWPXQ,Female,No,Yes,No,Yes,DSL,Yes,0
5762-TJXGK,Female,No,No,Yes,No,DSL,Yes,0
4504-YOULA,Female,No,Yes,No,Yes,DSL,Yes,0
5569-IDSEY,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
4250-FDVOU,Female,No,No,No,Yes,DSL,No,1
7284-ZZLOH,Male,No,Yes,No,Yes,DSL,No,0
5277-ZLOOR,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
2141-RRYGO,Female,No,No,Yes,Yes,DSL,Yes,1
1777-JYQPJ,Male,No,No,No,No,DSL,No,0
6376-GAHQE,Male,No,No,Yes,Yes,Fiber optic,No,1
3401-URHDA,Male,No,No,No,Yes,DSL,No,0
1599-EAHXY,Male,No,Yes,No internet service,Yes,No,No,0
8631-XVRZL,Male,No,No,No internet service,Yes,No,Yes,0
5052-PNLOS,Male,No,No,Yes,Yes,Fiber optic,Yes,1
3853-LYGAM,Male,No,No,No,Yes,Fiber optic,Yes,0
6979-ZNSFF,Female,No,No,Yes,Yes,Fiber optic,Yes,1
5751-USDBL,Male,No,Yes,Yes,Yes,DSL,No,0
5680-LQOGP,Female,No,No,Yes,Yes,DSL,Yes,0
2386-LAHRK,Male,No,No,Yes,Yes,DSL,Yes,1
8189-DUKMV,Female,No,Yes,No internet service,Yes,No,No,0
6032-IGALN,Female,No,No,No,No,DSL,Yes,1
9931-DCEZH,Male,No,No,No,Yes,DSL,Yes,0
1898-JSNDC,Female,No,No,Yes,Yes,DSL,Yes,0
0315-LVCRK,Male,No,No,No,Yes,Fiber optic,No,0
3911-RSNHI,Female,No,Yes,Yes,No,DSL,Yes,0
2410-CIYFZ,Male,No,No,No internet service,Yes,No,No,0
4248-HCETZ,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
5505-OVWQW,Female,No,No,No internet service,Yes,No,No,0
7271-AJDTL,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
1867-TJHTS,Female,No,No,No,Yes,Fiber optic,Yes,0
0516-WJVXC,Female,No,No,No,Yes,DSL,No,1
9174-FKWZE,Female,Yes,No,No internet service,Yes,No,Yes,1
6860-YRJZP,Male,Yes,No,No,Yes,Fiber optic,Yes,0
4429-WYGFR,Male,No,No,No,Yes,DSL,No,0
2817-LVCPP,Female,No,No,No internet service,Yes,No,No,0
5038-ETMLM,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
5056-FIMPT,Female,No,No,Yes,Yes,Fiber optic,Yes,0
4521-WFJAI,Male,No,No,No internet service,Yes,No,Yes,0
6569-KTMDU,Female,No,No,No internet service,Yes,No,No,0
8809-RIHDD,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
8809-XKHMD,Male,No,Yes,No,Yes,Fiber optic,Yes,0
0396-YCHWO,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
0867-LDTTC,Male,No,No,Yes,Yes,DSL,No,0
4822-NGOCH,Female,No,No,No,Yes,Fiber optic,Yes,1
9391-DXGGG,Female,Yes,No,No,Yes,Fiber optic,No,0
9844-FELAJ,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
2122-SZZZD,Male,No,No,No internet service,Yes,No,No,0
5307-DZCVC,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
3148-AOIQT,Female,No,Yes,No internet service,Yes,No,Yes,0
8679-JOEVF,Female,Yes,No,Yes,Yes,DSL,No,1
8395-ETZKQ,Male,Yes,Yes,No internet service,Yes,No,No,0
6692-YQHXC,Male,No,No,No,Yes,Fiber optic,Yes,0
3889-VWBID,Male,No,Yes,Yes,Yes,DSL,No,0
5222-JCXZT,Male,No,No,No internet service,Yes,No,No,0
9754-CLVZW,Female,No,Yes,No,No,DSL,No,0
1432-FPAXX,Female,No,No,No,No,DSL,Yes,1
2739-CCZMB,Male,No,No,No internet service,Yes,No,No,0
7080-TNUWP,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
0496-AHOOK,Male,No,Yes,Yes,Yes,DSL,No,0
8336-TAVKX,Female,Yes,Yes,No,Yes,DSL,No,0
2468-SJFLM,Male,No,No,No,Yes,Fiber optic,Yes,0
3181-VTHOE,Male,No,Yes,No,No,DSL,Yes,0
7168-HDQHG,Female,No,Yes,No internet service,Yes,No,No,0
4803-AXVYP,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
3884-HCSWG,Female,No,No,No,Yes,Fiber optic,Yes,1
4567-AKPIA,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
5077-DXTCG,Female,No,No,No,Yes,DSL,Yes,1
1142-WACZW,Male,No,No,No,No,DSL,No,1
7901-HXJVA,Male,No,No,No,Yes,Fiber optic,No,0
5649-ANRML,Male,Yes,No,No,Yes,Fiber optic,Yes,1
4892-VLANZ,Male,No,No,No internet service,Yes,No,No,1
5924-IFQTT,Male,No,Yes,Yes,Yes,DSL,Yes,0
7968-QUXNS,Male,No,No,No internet service,Yes,No,No,0
2919-HBCJO,Female,No,No,No,Yes,Fiber optic,Yes,1
4236-XPXAV,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
8903-WMRNW,Female,No,Yes,Yes,Yes,Fiber optic,No,0
2452-SNHFZ,Female,No,No,No,Yes,Fiber optic,No,0
3629-WEAAM,Female,No,No,No,Yes,DSL,No,0
6029-CSMJE,Male,No,No,No,No,DSL,Yes,0
7993-NQLJE,Male,No,Yes,No,Yes,Fiber optic,No,0
9909-DFRJA,Female,No,No,No,Yes,Fiber optic,Yes,0
9099-FTUHS,Female,No,No,No,Yes,DSL,No,0
0581-BXBUB,Female,Yes,No,No,Yes,Fiber optic,No,0
4962-CHQPW,Male,No,No,No internet service,Yes,No,No,0
9467-ROOLM,Female,No,No,No internet service,Yes,No,No,0
3030-YZADT,Male,No,No,No,Yes,DSL,No,1
7410-KTVFV,Male,No,Yes,No,Yes,DSL,Yes,1
5150-ITWWB,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
2253-KPMNB,Female,No,Yes,No,No,DSL,No,0
1345-ZUKID,Male,No,No,No internet service,Yes,No,No,0
6429-SHBCB,Male,No,No,Yes,Yes,DSL,No,0
9281-OFDMF,Male,Yes,No,No,Yes,Fiber optic,No,0
2603-HVKCG,Male,No,No,Yes,Yes,Fiber optic,Yes,0
1834-WULEG,Male,No,Yes,No internet service,Yes,No,No,0
9097-ZUBYC,Male,No,Yes,No,Yes,DSL,No,0
5148-ORICT,Female,No,Yes,No,Yes,DSL,Yes,0
4893-GYUJU,Female,No,No,No internet service,Yes,No,Yes,0
4578-PHJYZ,Male,No,Yes,Yes,Yes,DSL,Yes,0
7272-QDCKA,Male,No,No,Yes,Yes,Fiber optic,No,0
8908-SLFCJ,Female,No,No,No internet service,Yes,No,Yes,0
8393-DLHGA,Male,No,No,Yes,Yes,Fiber optic,Yes,1
9766-HGEDE,Female,No,Yes,No internet service,Yes,No,No,0
6968-MHOMU,Male,No,Yes,Yes,No,DSL,Yes,0
7395-IGJOS,Male,Yes,Yes,No,Yes,Fiber optic,No,1
5044-XDPYX,Female,No,Yes,No internet service,Yes,No,No,0
1814-WFGVS,Male,No,Yes,Yes,No,DSL,No,0
2834-SPCJV,Male,No,Yes,Yes,Yes,Fiber optic,No,1
3721-WKIIL,Female,No,No,No internet service,Yes,No,Yes,0
6734-CKRSM,Female,No,No,No internet service,Yes,No,No,0
1265-ZFOSD,Female,No,Yes,No,Yes,DSL,Yes,0
6568-POCUI,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
7890-VYYWG,Male,Yes,Yes,Yes,No,DSL,Yes,1
5197-LQXXH,Female,No,Yes,Yes,Yes,DSL,Yes,0
9907-SWKKF,Female,Yes,No,No,No,DSL,No,1
3457-PQBYH,Female,No,Yes,No internet service,Yes,No,No,0
7682-AZNDK,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
0587-DMGBH,Female,No,No,No,Yes,DSL,Yes,1
5384-ZTTWP,Female,No,Yes,No internet service,Yes,No,No,0
3745-HRPHI,Male,No,Yes,Yes,No,DSL,No,0
7636-OWBPG,Male,Yes,No,No,No,DSL,Yes,0
1231-YNDEK,Male,No,No,No internet service,Yes,No,Yes,0
1407-DIGZV,Female,No,Yes,No internet service,Yes,No,No,0
6397-JNZZG,Female,Yes,Yes,Yes,No,DSL,No,1
0570-BFQHT,Female,No,No,No,Yes,Fiber optic,No,0
4393-OBCRR,Female,No,No,No internet service,Yes,No,No,0
3523-QRQLL,Female,No,Yes,Yes,Yes,DSL,Yes,1
8564-LDKFL,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
3696-DFHHB,Female,No,No,No internet service,Yes,No,No,0
0895-DQHEW,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
4717-GHADL,Female,No,No,Yes,Yes,DSL,Yes,0
5501-TVMGM,Male,No,No,No,Yes,DSL,Yes,0
5879-HMFFH,Female,No,Yes,Yes,Yes,DSL,No,0
6772-WFQRD,Male,No,No,No internet service,Yes,No,Yes,0
3810-DVDQQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
6972-SNKKW,Female,No,No,No internet service,Yes,No,No,0
3694-GLTJM,Female,No,No,No internet service,Yes,No,Yes,0
8550-XSXUQ,Male,No,Yes,No,Yes,DSL,Yes,0
8149-RSOUN,Female,No,No,Yes,Yes,Fiber optic,Yes,1
9055-MOJJJ,Female,No,Yes,Yes,Yes,DSL,No,0
4359-INNWN,Female,No,No,No internet service,Yes,No,No,0
0585-EGDDA,Male,No,Yes,No,Yes,Fiber optic,Yes,0
4032-RMHCI,Female,No,Yes,No,No,DSL,No,0
0549-CYCQN,Male,Yes,No,No,Yes,Fiber optic,Yes,0
3481-JHUZH,Male,No,Yes,No,Yes,Fiber optic,Yes,0
7250-EQKIY,Female,No,Yes,No,Yes,DSL,No,1
3594-IVHJZ,Female,No,No,No internet service,Yes,No,Yes,0
6869-FGJJC,Male,No,No,No,Yes,Fiber optic,No,0
3896-ZVNET,Female,No,Yes,No internet service,Yes,No,No,0
8205-VSLRB,Male,No,Yes,No,Yes,DSL,No,0
5960-MVTUK,Male,No,No,No,No,DSL,Yes,0
6817-WTYHE,Male,No,No,No,Yes,DSL,No,0
3082-VQXNH,Male,No,Yes,No,No,DSL,No,0
4013-UBXWQ,Female,No,No,Yes,Yes,DSL,Yes,1
4931-TRZWN,Female,No,No,Yes,Yes,DSL,Yes,0
0750-EKNGL,Male,No,No,No internet service,Yes,No,No,0
7669-LCRSD,Male,No,Yes,Yes,Yes,DSL,Yes,0
3567-PQTSO,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
5519-NPHVG,Female,No,No,Yes,Yes,Fiber optic,Yes,1
8043-PNYSD,Male,No,Yes,No internet service,Yes,No,No,0
9938-EKRGF,Female,No,No,Yes,Yes,DSL,No,0
2703-AMTUL,Male,No,Yes,No,Yes,DSL,No,0
0928-JMXNP,Male,Yes,Yes,No,No,DSL,Yes,0
8173-RXAYP,Female,No,Yes,No internet service,Yes,No,No,0
4825-XJGDM,Female,No,No,No,No,DSL,No,0
5402-HTOTQ,Male,No,No,No,Yes,DSL,No,0
6734-JDTTV,Male,No,Yes,No internet service,Yes,No,Yes,0
7850-THJMU,Female,No,Yes,No internet service,Yes,No,No,0
3890-RTCMS,Male,No,No,No,Yes,DSL,Yes,0
8849-GYOKR,Female,No,Yes,Yes,Yes,Fiber optic,No,1
3148-BLQJT,Male,No,No,No internet service,Yes,No,No,1
3717-FDJFU,Male,No,No,No internet service,Yes,No,No,0
3665-JATSN,Female,No,No,No,No,DSL,Yes,0
7966-YOTQW,Male,No,No,No,Yes,DSL,Yes,0
0461-CVKMU,Female,No,Yes,No,Yes,Fiber optic,No,1
8806-EAGWC,Male,No,No,Yes,Yes,DSL,No,1
8853-TZDGH,Female,No,No,Yes,Yes,Fiber optic,Yes,0
7779-LGOVN,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
4324-BZCKL,Female,No,Yes,No,Yes,DSL,Yes,0
6924-TDGMT,Male,No,Yes,No internet service,Yes,No,Yes,0
9710-ZUSHQ,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
1536-YHDOE,Male,No,Yes,No,Yes,DSL,Yes,0
8123-QBNAZ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
3629-ZNKXA,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
4827-LTQRJ,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
7711-YIJWC,Male,No,Yes,Yes,Yes,DSL,No,0
5482-VXSXJ,Male,No,No,Yes,Yes,Fiber optic,Yes,0
7365-BVCJH,Male,No,No,No,No,DSL,Yes,0
9620-ENEJV,Female,No,No,No,Yes,Fiber optic,No,0
4183-WCSEP,Male,No,No,No,Yes,Fiber optic,Yes,1
2378-YIZKA,Female,No,Yes,Yes,Yes,DSL,Yes,0
5498-TXHLF,Female,No,Yes,Yes,Yes,Fiber optic,No,1
0689-DSXGL,Female,No,Yes,No,Yes,Fiber optic,No,0
6818-DJXAA,Female,No,No,Yes,Yes,Fiber optic,Yes,0
9722-UJOJR,Male,No,Yes,No,Yes,Fiber optic,Yes,1
0464-WJTKO,Female,No,Yes,No internet service,Yes,No,No,0
8902-ZEOVF,Male,No,Yes,No internet service,Yes,No,No,0
6778-EICRF,Male,No,Yes,Yes,Yes,DSL,No,0
2662-NNTDK,Male,No,No,No internet service,Yes,No,No,0
4132-KALRO,Female,No,No,Yes,Yes,Fiber optic,Yes,0
3902-FOIGH,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
6772-KSATR,Male,No,No,No,Yes,Fiber optic,Yes,1
7112-OPOTK,Male,No,No,No,Yes,Fiber optic,No,1
2874-YXVVA,Female,No,No,Yes,Yes,Fiber optic,Yes,0
1245-HARPS,Female,No,Yes,No internet service,Yes,No,No,0
4210-QFJMF,Female,No,No,No,Yes,Fiber optic,Yes,1
4323-ELYYB,Male,No,Yes,No internet service,Yes,No,No,0
4293-ETKAP,Female,No,Yes,Yes,Yes,DSL,Yes,0
6064-PUPMC,Male,No,Yes,No,Yes,DSL,No,0
6504-VBLFL,Male,No,Yes,No,Yes,DSL,No,0
6322-PJJDJ,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
0330-BGYZE,Male,No,Yes,Yes,Yes,Fiber optic,No,0
1085-LDWAM,Female,No,Yes,No internet service,Yes,No,Yes,0
7586-ZATGZ,Male,No,No,Yes,Yes,Fiber optic,Yes,0
7197-VOJMM,Male,No,Yes,No,Yes,DSL,Yes,0
3318-OSATS,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
5828-AVIPD,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
1843-TLSGD,Female,No,Yes,No internet service,Yes,No,No,0
9626-VFRGG,Female,No,No,Yes,Yes,Fiber optic,Yes,0
7075-BNDVQ,Female,No,No,No,No,DSL,No,0
9143-CANJF,Female,No,Yes,No,Yes,DSL,No,0
7284-BUYEC,Female,No,No,Yes,No,DSL,Yes,0
2041-JIJCI,Female,No,No,No,Yes,DSL,Yes,0
1086-LXKFY,Female,No,Yes,No,Yes,Fiber optic,Yes,1
4900-MSOMT,Female,No,Yes,Yes,Yes,DSL,No,0
2229-VWQJH,Female,No,No,No,Yes,DSL,Yes,0
9194-GFVOI,Female,No,Yes,Yes,Yes,DSL,No,0
1336-EZFZY,Female,No,No,No internet service,Yes,No,No,0
4282-MSACW,Male,No,No,Yes,Yes,Fiber optic,Yes,0
1403-LKLIK,Female,No,Yes,No internet service,Yes,No,No,0
2636-ALXXZ,Female,Yes,No,No,Yes,Fiber optic,Yes,1
7774-OJSXI,Male,No,No,Yes,Yes,Fiber optic,Yes,1
7786-WBJYI,Female,No,No,No,Yes,Fiber optic,No,1
0136-IFMYD,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
5144-TVGLP,Male,Yes,No,Yes,Yes,Fiber optic,No,0
9643-AVVWI,Female,No,Yes,No,Yes,Fiber optic,Yes,0
0253-ZTEOB,Female,No,Yes,Yes,Yes,DSL,No,0
2706-QZIHY,Female,No,Yes,No internet service,Yes,No,No,0
6061-PQHMK,Female,No,No,No internet service,Yes,No,No,0
9885-CSMWE,Female,Yes,No,Yes,Yes,Fiber optic,No,1
6137-MFAJN,Female,No,No,Yes,No,DSL,Yes,0
9122-UMROB,Male,No,No,No internet service,Yes,No,No,0
4232-JGKIY,Male,No,No,No internet service,Yes,No,No,0
2402-TAIRZ,Female,No,No,No,Yes,Fiber optic,No,0
9659-ZTWSM,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
9139-TWBAS,Female,No,Yes,Yes,No,DSL,No,0
6685-GBWJZ,Male,No,Yes,Yes,Yes,DSL,No,0
5016-ETTFF,Male,No,No,No,No,DSL,No,1
3866-MDTUB,Female,No,No,Yes,Yes,DSL,Yes,1
2195-VVRJF,Male,Yes,Yes,No,Yes,DSL,Yes,0
3913-RDSJZ,Female,No,Yes,No internet service,Yes,No,No,0
8058-JMEQO,Female,Yes,No,No,Yes,Fiber optic,Yes,1
4203-QGNZA,Female,No,No,No internet service,Yes,No,No,0
5043-TRZWM,Female,No,No,No,Yes,Fiber optic,No,0
0697-ZMSWS,Male,No,No,No,Yes,Fiber optic,Yes,1
7657-DYEPJ,Male,Yes,No,Yes,Yes,DSL,Yes,1
9494-BDNNC,Male,No,Yes,No,Yes,Fiber optic,No,0
1640-PLFMP,Female,No,No,No,Yes,Fiber optic,Yes,0
5366-OBVMR,Female,No,Yes,No,Yes,DSL,Yes,0
8276-MQBYC,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
7593-XFKDI,Male,No,No,No,Yes,DSL,No,1
4573-JKNAE,Male,No,No,No internet service,Yes,No,No,0
0337-CNPZE,Female,No,No,Yes,Yes,Fiber optic,Yes,1
9817-APLHW,Male,No,No,No internet service,Yes,No,No,0
8380-MQINP,Female,No,Yes,No internet service,Yes,No,No,0
0840-DFEZH,Female,No,No,No,Yes,Fiber optic,Yes,0
1513-XNPPH,Female,No,No,No,Yes,Fiber optic,Yes,1
8690-ZVLCL,Female,No,Yes,Yes,Yes,DSL,No,0
6015-VVHHE,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
1125-SNVCK,Female,Yes,No,No,Yes,DSL,No,0
0384-LPITE,Male,No,No,Yes,No,DSL,No,0
4616-EWBNJ,Female,No,No,No internet service,Yes,No,No,0
6347-DCUIK,Male,No,No,No,Yes,Fiber optic,Yes,1
1335-HQMKX,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
2545-EBUPK,Female,Yes,No,No,Yes,Fiber optic,Yes,0
6923-AQONU,Male,No,Yes,No internet service,Yes,No,No,0
2172-EJXVF,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
0897-FEGMU,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
7663-RGWBC,Male,No,No,No,Yes,DSL,Yes,1
1120-BMWUB,Female,No,No,No,Yes,DSL,Yes,1
9124-LHCJQ,Female,No,No,No,Yes,Fiber optic,Yes,1
4536-PLEQY,Male,No,Yes,No,Yes,Fiber optic,Yes,0
7029-IJEJK,Female,No,No,No,No,DSL,No,0
8871-JLMHM,Female,No,Yes,No,Yes,Fiber optic,No,0
2235-ZGKPT,Female,No,Yes,No,Yes,DSL,No,1
3891-PUQOD,Female,No,No,No,Yes,DSL,No,1
5447-VYTKW,Male,No,No,No,Yes,DSL,No,0
3623-FQBOX,Male,No,No,No internet service,Yes,No,Yes,0
0689-NKYLF,Male,No,No,Yes,Yes,Fiber optic,Yes,1
8659-HDIYE,Female,Yes,No,No,Yes,DSL,No,0
3658-KIBGF,Female,No,No,No,Yes,DSL,Yes,1
3474-BAFSJ,Male,No,Yes,Yes,No,DSL,Yes,0
5519-YLDGW,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
3865-ZFZIB,Male,No,No,No internet service,Yes,No,No,0
1855-AGAWH,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
7109-CQYUZ,Male,No,No,Yes,Yes,DSL,Yes,0
1370-GGAWX,Female,No,No,No,Yes,Fiber optic,Yes,0
4680-KUTAJ,Female,Yes,No,No,Yes,DSL,Yes,0
5307-UVGNB,Female,No,Yes,No,No,DSL,Yes,0
4946-EDSEW,Female,No,Yes,No internet service,Yes,No,Yes,1
2883-ILGWO,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
2516-VQRRV,Female,Yes,No,No,Yes,Fiber optic,Yes,1
7580-UGXNC,Female,Yes,No,No,Yes,DSL,No,1
3642-BYHDO,Female,No,Yes,No internet service,Yes,No,No,0
9629-NHXFW,Female,No,Yes,No internet service,Yes,No,Yes,0
2696-RZVZW,Male,No,Yes,No internet service,Yes,No,No,0
5766-FTRTS,Male,No,Yes,Yes,Yes,DSL,No,0
0396-HUJBP,Female,No,No,No internet service,Yes,No,No,0
5178-LMXOP,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
8879-ZKJOF,Female,No,No,Yes,Yes,DSL,Yes,0
6285-FTQBF,Male,No,Yes,No internet service,Yes,No,No,0
8185-UPYBR,Male,No,Yes,No,Yes,Fiber optic,Yes,1
4585-HETAI,Female,No,Yes,No,Yes,Fiber optic,Yes,1
7526-BEZQB,Male,No,No,Yes,Yes,Fiber optic,Yes,1
1474-JUWSM,Female,No,Yes,No,Yes,DSL,Yes,0
3530-CRZSB,Female,No,No,No internet service,Yes,No,No,0
8498-XXGWA,Female,No,Yes,No,Yes,DSL,Yes,0
9617-INGJY,Male,No,No,No,Yes,Fiber optic,Yes,0
0621-TSSMU,Male,No,Yes,No internet service,Yes,No,No,0
7234-KMNRQ,Male,No,No,No internet service,Yes,No,No,0
7636-PEPNS,Female,No,Yes,No,Yes,DSL,Yes,0
4683-WYDOU,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
9052-DHNKM,Male,No,No,No,Yes,DSL,No,0
6794-HKIAJ,Male,No,No,No,Yes,Fiber optic,No,0
5578-NKCXI,Female,No,Yes,Yes,Yes,Fiber optic,No,0
1642-HMARX,Female,No,Yes,Yes,Yes,DSL,Yes,0
3096-WPXBT,Female,No,Yes,No,Yes,Fiber optic,Yes,0
8434-PNQZX,Female,No,No,Yes,Yes,DSL,Yes,0
5950-AAAGJ,Male,No,No,Yes,Yes,Fiber optic,No,0
4299-OPXEJ,Female,No,No,No internet service,Yes,No,Yes,0
4951-UKAAQ,Female,No,No,No,Yes,Fiber optic,Yes,1
9618-LFJRU,Female,No,No,No internet service,Yes,No,No,0
6693-DJWTY,Female,No,No,No,Yes,DSL,No,0
0744-GKNGE,Female,No,Yes,No,Yes,Fiber optic,Yes,0
6447-EGDIV,Female,No,No,No internet service,Yes,No,No,0
1167-OYZJF,Female,Yes,Yes,No internet service,Yes,No,Yes,0
2108-YKQTY,Female,No,No,No,Yes,DSL,No,1
4806-DXQCE,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
4918-QLLIW,Male,No,No,Yes,Yes,DSL,No,1
7056-IMHCC,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
4854-SSLTN,Male,No,Yes,No,Yes,DSL,No,0
5294-DMSFH,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
4837-PZTIC,Female,No,No,No,No,DSL,No,0
1625-JAIIY,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
0603-OLQDC,Male,No,No,Yes,Yes,DSL,Yes,0
3272-VUHPV,Female,No,Yes,No,Yes,DSL,No,0
4176-FXYBO,Male,No,Yes,Yes,Yes,Fiber optic,No,0
1063-DHQJF,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
8663-UPDGF,Female,No,No,Yes,Yes,DSL,Yes,0
6719-FGEDO,Female,No,Yes,No,Yes,Fiber optic,Yes,0
1837-YQUCE,Female,No,No,Yes,No,DSL,Yes,0
2947-DOMLJ,Male,No,No,No,Yes,DSL,No,1
4112-LUEIZ,Male,No,No,Yes,Yes,Fiber optic,Yes,1
0369-ZGOVK,Female,No,Yes,No,Yes,Fiber optic,Yes,0
4510-HIMLV,Male,No,No,No,Yes,Fiber optic,Yes,1
9919-KNPOO,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
8749-JMNKX,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
7872-BAAZR,Female,No,Yes,No internet service,Yes,No,No,0
9391-LMANN,Male,No,No,No,Yes,Fiber optic,No,0
2430-USGXP,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
8174-TBVCF,Female,No,Yes,Yes,Yes,DSL,Yes,0
1698-XFZCI,Male,No,No,Yes,Yes,Fiber optic,Yes,0
1877-HKBQX,Female,No,No,No,Yes,DSL,Yes,0
4450-DLLMH,Male,No,No,No,Yes,Fiber optic,Yes,0
0428-AXXLJ,Male,No,No,No internet service,Yes,No,Yes,0
2746-DIJLO,Female,No,No,No,Yes,DSL,Yes,0
5955-ERIHD,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
0917-EZOLA,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
3508-VLHCZ,Female,No,Yes,Yes,Yes,DSL,Yes,0
4086-ATNFV,Female,No,Yes,No,Yes,DSL,Yes,0
0468-YRPXN,Male,No,No,Yes,Yes,Fiber optic,Yes,0
5996-NRVXR,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
3739-YBWAB,Male,No,Yes,No,No,DSL,No,0
7047-FWEYA,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
2000-MPKCA,Female,No,No,Yes,Yes,Fiber optic,Yes,0
9762-YAQAA,Male,No,No,No,Yes,Fiber optic,No,0
5949-EBSQK,Male,No,Yes,No,Yes,DSL,No,1
5473-KHBPS,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
0100-DUVFC,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
5397-TUPSH,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
8950-MTZNV,Male,No,No,No,Yes,DSL,Yes,0
0326-VDYXE,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
6773-LQTVT,Female,Yes,Yes,No,No,DSL,Yes,0
7274-RTAPZ,Male,No,No,Yes,Yes,Fiber optic,Yes,1
0436-TWFFZ,Female,No,No,Yes,Yes,DSL,Yes,0
8566-YPRGL,Female,No,No,No internet service,Yes,No,Yes,0
